ts,label,dataset,sigma_target,sigma_true,sigma_hat,pi_hat,cores_b,plan,K,setup_s,setup_bytes,pq_s_med,pq_s_p90,pq_bytes,rows,total_s,total_usd,pred_setup_s,pred_pq_s,pred_kstar_time,pred_kstar_cost
2026-09-05T13:22:05,tpch_full,tpch,0.05,0.024901370159362755,0.04727,0.361655,8,PROJECT_ONLY,10,4.4596,431244116,0.90826,0.94419,0,747036,13.569,0.036146,0.547,0.12291,inf,21.2
2026-09-05T13:22:20,tpch_full,tpch,0.1,0.07466277686230856,0.094819,0.361655,8,PROJECT_ONLY,10,4.4662,431244116,1.00238,1.07408,0,2239868,14.573,0.036146,0.547,0.12291,inf,10.5
2026-09-05T13:22:36,tpch_full,tpch,0.25,0.22481950293327005,0.237864,0.361655,8,PROJECT_ONLY,10,4.4186,431244116,1.075,1.10594,0,6744539,15.176,0.036146,0.547,0.12291,9.0,4.2
2026-09-05T13:22:53,tpch_full,tpch,0.5,0.4748105112051599,0.476007,0.361655,8,PROJECT_ONLY,10,4.4502,431244116,1.21832,1.26372,0,14244218,16.78,0.036146,0.547,0.12291,3.1,2.1
2026-09-05T13:23:13,tpch_full,tpch,1.0,0.974623426593415,0.95269,0.361655,8,PROJECT_ONLY,10,4.5028,431244116,1.47826,1.49653,0,29238503,19.272,0.036146,0.547,0.12291,1.4,1.0
2026-09-05T13:23:18,tpch_full,tpch,0.001,9.900067650462279e-06,0.000522,0.361655,1,FULL_PUSH,10,0.0,0,0.47075,0.47783,7355,297,4.723,6e-06,0.0,0.56081,2.4,1915.1
2026-09-05T13:23:26,tpch_full,tpch,0.01,0.0010339403985927236,0.00923,0.361655,1,FULL_PUSH,10,0.0,0,0.71892,0.73149,623223,31018,7.222,0.000522,0.0,0.56496,2.3,108.3
2026-09-05T13:23:36,tpch_full,tpch,0.05,0.024901370159362755,0.04727,0.361655,1,FULL_PUSH,10,0.0,0,0.82454,0.86061,10913928,747036,8.245,0.009148,0.0,0.5831,2.3,21.2
2026-09-05T13:23:49,tpch_full,tpch,0.1,0.07466277686230856,0.094819,0.361655,1,FULL_PUSH,10,0.0,0,1.02604,1.06037,31863771,2239868,10.286,0.026708,0.0,0.60578,2.1,10.5
2026-09-05T13:24:08,tpch_full,tpch,0.25,0.22481950293327005,0.237864,0.361655,1,FULL_PUSH,10,0.0,0,1.635,1.6484,96047022,6744539,16.297,0.080506,0.0,0.674,1.9,4.2
2026-09-05T13:24:42,tpch_full,tpch,0.5,0.4748105112051599,0.476007,0.361655,1,FULL_PUSH,10,0.0,0,2.71326,2.76377,203661429,14244218,27.136,0.170707,0.0,0.78757,1.6,2.1
2026-09-05T13:25:40,tpch_full,tpch,1.0,0.974623426593415,0.95269,0.361655,1,FULL_PUSH,10,0.0,0,4.45393,4.50738,420780920,29238503,44.671,0.352694,0.0,1.01491,1.2,1.0
2026-09-05T13:25:44,tpch_full,tpch,0.001,9.900067650462279e-06,0.000522,0.361655,2,FULL_PUSH,10,0.0,0,0.25082,0.25879,7355,297,2.562,6e-06,0.0,0.28053,4.8,1915.1
2026-09-05T13:25:48,tpch_full,tpch,0.01,0.0010339403985927236,0.00923,0.361655,2,FULL_PUSH,10,0.0,0,0.39515,0.42957,623223,31018,4.084,0.000522,0.0,0.28468,4.7,108.3
2026-09-05T13:25:54,tpch_full,tpch,0.05,0.024901370159362755,0.04727,0.361655,2,FULL_PUSH,10,0.0,0,0.48466,0.52571,10913928,747036,4.887,0.009148,0.0,0.30282,4.2,21.2
2026-09-05T13:26:05,tpch_full,tpch,0.1,0.07466277686230856,0.094819,0.361655,2,FULL_PUSH,10,0.0,0,0.92708,0.94916,31863771,2239868,9.259,0.026708,0.0,0.3255,3.7,10.5
2026-09-05T13:26:25,tpch_full,tpch,0.25,0.22481950293327005,0.237864,0.361655,2,FULL_PUSH,10,0.0,0,1.62396,1.65095,96047022,6744539,16.257,0.080506,0.0,0.39372,2.8,4.2
2026-09-05T13:26:59,tpch_full,tpch,0.5,0.4748105112051599,0.476007,0.361655,2,FULL_PUSH,10,0.0,0,2.68609,2.70896,203661429,14244218,26.845,0.170707,0.0,0.50729,2.0,2.1
2026-09-05T13:27:57,tpch_full,tpch,1.0,0.974623426593415,0.95269,0.361655,2,FULL_PUSH,10,0.0,0,4.5441,4.69129,420780920,29238503,45.611,0.352694,0.0,0.73463,1.2,1.0
2026-09-05T13:28:00,tpch_full,tpch,0.001,9.900067650462279e-06,0.000522,0.361655,4,FULL_PUSH,10,0.0,0,0.14202,0.14909,7355,297,1.439,6e-06,0.0,0.14039,35.3,1915.1
2026-09-05T13:28:04,tpch_full,tpch,0.01,0.0010339403985927236,0.00923,0.361655,4,FULL_PUSH,10,0.0,0,0.25918,0.26728,623223,31018,2.57,0.000522,0.0,0.14454,28.5,108.3
2026-09-05T13:28:10,tpch_full,tpch,0.05,0.024901370159362755,0.04727,0.361655,4,FULL_PUSH,10,0.0,0,0.47488,0.54108,10913928,747036,4.914,0.009148,0.0,0.16268,15.5,21.2
2026-09-05T13:28:22,tpch_full,tpch,0.1,0.07466277686230856,0.094819,0.361655,4,FULL_PUSH,10,0.0,0,1.01436,1.04547,31863771,2239868,10.197,0.026708,0.0,0.18536,9.9,10.5
2026-09-05T13:28:42,tpch_full,tpch,0.25,0.22481950293327005,0.237864,0.361655,4,FULL_PUSH,10,0.0,0,1.62439,1.67274,96047022,6744539,16.372,0.080506,0.0,0.25358,4.7,4.2
2026-09-05T13:29:17,tpch_full,tpch,0.5,0.4748105112051599,0.476007,0.361655,4,FULL_PUSH,10,0.0,0,2.70531,2.8133,203661429,14244218,27.18,0.170707,0.0,0.36715,2.5,2.1
2026-09-05T13:30:14,tpch_full,tpch,1.0,0.974623426593415,0.95269,0.361655,4,FULL_PUSH,10,0.0,0,4.46812,4.49562,420780920,29238503,44.666,0.352694,0.0,0.59449,1.3,1.0
2026-09-05T13:30:17,tpch_full,tpch,0.001,9.900067650462279e-06,0.000522,0.361655,8,FULL_PUSH,10,0.0,0,0.09895,0.10147,7355,297,1.031,6e-06,0.0,0.07032,inf,1915.1
2026-09-05T13:30:19,tpch_full,tpch,0.01,0.0010339403985927236,0.00923,0.361655,8,FULL_PUSH,10,0.0,0,0.18162,0.22817,623223,31018,1.911,0.000522,0.0,0.07447,inf,108.3
2026-09-05T13:30:29,tpch_full,tpch,0.05,0.024901370159362755,0.04727,0.361655,8,FULL_PUSH,10,0.0,0,0.80556,0.87356,10913928,747036,8.204,0.009148,0.0,0.09261,inf,21.2
2026-09-05T13:30:41,tpch_full,tpch,0.1,0.07466277686230856,0.094819,0.361655,8,FULL_PUSH,10,0.0,0,1.06095,1.13039,31863771,2239868,10.718,0.026708,0.0,0.11529,inf,10.5
2026-09-05T13:31:02,tpch_full,tpch,0.25,0.22481950293327005,0.237864,0.361655,8,FULL_PUSH,10,0.0,0,1.65558,1.72531,96047022,6744539,16.677,0.080506,0.0,0.18351,9.0,4.2
2026-09-05T13:31:37,tpch_full,tpch,0.5,0.4748105112051599,0.476007,0.361655,8,FULL_PUSH,10,0.0,0,2.71084,2.7287,203661429,14244218,27.018,0.170707,0.0,0.29709,3.1,2.1
2026-09-05T13:32:35,tpch_full,tpch,1.0,0.974623426593415,0.95269,0.361655,8,FULL_PUSH,10,0.0,0,4.50076,4.54089,420780920,29238503,45.041,0.352694,0.0,0.52442,1.4,1.0
